anon_id,label,split,n_off,energy_f1,energy_prec,energy_rec,energy_n,silero_s,silero_f1,silero_prec,silero_rec,silero_n,silero_speech_s,off_speech_s
call_750153d8eb40,human,train,26,0.7521451819706085,0.6027505532722099,1.0,29,1.2025227546691895,0.7706243032329989,0.8221825750817723,0.7251507998950957,18,33.599999999999994,38.11999999999999
call_7519d635bbbb,synthetic,train,14,0.9583743035070469,0.920075519194462,1.0,14,1.3182322978973389,0.9488403819918144,0.9462585034013605,0.9514363885088919,10,29.399999999999977,29.240000000000002
call_7601ac7d4fbf,synthetic,train,10,0.9768672809253087,0.9617834394904459,0.9924317864967138,12,1.2099034786224365,0.9556794834164954,0.9392307692307692,0.9727145986855208,10,51.999999999999986,50.19999999999996
call_76856257e3ef,synthetic,train,13,0.9392423159399571,0.8854447439353099,1.0,13,0.5220305919647217,0.8918302145139206,0.8104520945665699,0.991374936580416,11,24.100000000000012,19.679999999999986
call_7744ab92baa3,human,train,44,0.9027335071959819,0.9026463202627004,0.9028207109737248,30,1.6012301445007324,0.7813154125812493,0.9089976928992566,0.6850850077279753,16,39.0,51.67999999999995
call_794031bf2233,synthetic,train,40,0.605475040257649,0.4341801385681293,1.0,55,1.369511604309082,0.36769270563890327,0.2317411150961852,0.889549436795995,13,122.66000000000001,31.91999999999998
call_7a250598cb8b,synthetic,train,21,0.9397324168405548,0.8933488914819137,0.9911962713619886,20,1.2629613876342773,0.919732441471572,0.8536585365853658,0.9968928016571724,14,45.10000000000002,38.60000000000001
call_7a345e2b0f37,synthetic,train,11,0.9602104570864847,0.9305289993626513,0.9918478260869565,10,1.1411364078521729,0.9444979146615335,0.8948328267477204,1.0,8,32.90000000000001,29.440000000000005
call_7ae75e4aa32f,synthetic,train,27,0.9587257829849146,0.9218082756589604,0.9987236758136566,27,2.4864919185638428,0.9433676559660812,0.8976945244956772,0.9939374601148692,23,69.3999999999999,62.63999999999997
call_7b14e69a57bd,synthetic,train,17,0.42361255456246105,0.26872362869198313,1.0,27,2.7338039875030518,0.23113207547169812,0.141776096149566,0.6251226692836114,12,44.90000000000001,10.140000000000033
call_7b1e73c133f8,synthetic,val,11,0.9532592747851604,0.9106928313976772,1.0,11,1.4969027042388916,0.9149560117302052,0.8736,0.9604221635883905,10,24.999999999999986,22.74000000000001
call_7d4f3b80384e,synthetic,train,8,0.9768794129862938,0.963407973784817,0.9907329401853412,8,1.38669753074646,0.9744157101369105,0.9599455040871935,0.9893288402134232,7,36.70000000000002,35.6
call_7d5b26105bb5,synthetic,train,9,0.9758557457212714,0.9565608148591971,0.9959451029320024,9,1.16652512550354,0.9502207337494292,0.928040440083259,0.9734872114784778,9,33.60000000000001,32.06
call_7f82debeb19b,human,train,16,0.949323773830862,0.9145996860282575,0.9867886178861789,15,2.3654987812042236,0.8932524098536238,0.9441509433962264,0.8475609756097561,12,26.5,29.500000000000014
call_802282383eb2,synthetic,train,8,0.9706521739130435,0.9429778247096093,1.0,8,1.4670708179473877,0.9474062107341591,0.9125172890733056,0.9850690556177678,9,28.9,26.78000000000003
call_810c24005ecc,synthetic,val,17,0.939595192915876,0.8940716220282877,0.9900033322225925,16,1.0092978477478027,0.9141351518908866,0.854534917415242,0.9826724425191603,9,34.5,30.000000000000014
call_810e3066a7b4,synthetic,val,13,0.9516034985422741,0.935064935064935,0.9687376335575781,14,1.1824305057525635,0.9320310942794499,0.9389558232931727,0.925207756232687,9,24.900000000000006,25.239999999999988
call_81b12145be34,synthetic,train,16,0.9458924447377103,0.9098698825769597,0.9848849192717279,17,3.3444628715515137,0.9368455497382199,0.894407997500781,0.9835108210237032,16,31.999999999999993,29.080000000000005
call_81b98c77cf99,human,train,16,0.9638793770020988,0.9445767482138991,0.9839873703202526,16,2.2993433475494385,0.9544487968662563,0.9473450344367919,0.961659900766802,14,45.00000000000002,44.30000000000001
call_850d796d23a7,synthetic,train,13,0.9634997316156736,0.9383167799268165,0.9900717043574186,15,1.274237871170044,0.9613733905579399,0.9357702349869451,0.9884169884169884,13,38.30000000000004,36.240000000000016
call_8570ae0e7d61,synthetic,train,14,0.9758535835127653,0.9571579423744154,0.9952941176470588,17,2.0917441844940186,0.9725921337875503,0.9602507261886561,0.9852549019607844,14,65.4,63.74000000000003
call_8834a90f11cd,human,train,10,0.9684547638110489,0.9388388699161752,1.0,10,1.1978166103363037,0.9197032151690024,0.9171325221966459,0.9222883597883598,10,30.39999999999999,30.22
call_8893de2fe204,synthetic,train,8,0.9878884462151395,0.9760667611399779,1.0,8,1.5282578468322754,0.9742147963691863,0.97024,0.9782222939183739,7,62.5,61.97999999999999
call_88cd54e1e505,synthetic,train,9,0.9687650168188371,0.9554502369668246,0.9824561403508771,7,1.1843280792236328,0.95496918944541,0.9295601353429714,0.98180636777128,8,32.5,30.760000000000005
call_88d7858b7921,synthetic,train,8,0.9851707317073171,0.9707748509901942,1.0,8,1.2070398330688477,0.969744138534877,0.9529636711281071,0.9871261635967519,8,52.3,50.46000000000002
call_893d552b156a,human,train,16,0.9513513513513514,0.9445026178010472,0.9583001328021248,17,1.3057363033294678,0.9453770317079669,0.9484095161721465,0.9423638778220451,16,37.39999999999999,37.63999999999998
call_8a3996f823e4,human,train,17,0.9566404916353705,0.9461954074741108,0.9673187571921749,14,1.2148144245147705,0.9337257210123602,0.9556626506024096,0.9127733026467204,13,41.49999999999997,43.40000000000007
call_8a570a10920b,synthetic,train,14,0.9765959231608087,0.9542622950819672,1.0,14,1.6706161499023438,0.9639526090244517,0.9434210526315789,0.9853976979900361,14,60.79999999999993,58.19999999999998
call_8a61615c9927,human,train,35,0.9082024432809773,0.8731543624161073,0.9461818181818182,32,1.4959485530853271,0.7611118571236739,0.8531005418422637,0.687030303030303,17,33.20000000000002,41.19999999999996
call_8a9391c1823b,human,train,30,0.9402930402930403,0.9038732394366197,0.9797709923664122,29,1.160158634185791,0.8088927828277297,0.9491133384734002,0.7047709923664122,12,38.900000000000006,52.360000000000035
call_8ade6f74aa33,synthetic,train,17,0.9566680689945309,0.9221411192214112,0.9938811188811189,18,1.2613983154296875,0.9091918911413496,0.8684350132625994,0.953962703962704,14,37.7,34.28000000000002
call_8ae3fce602f3,synthetic,train,16,0.9476704929101958,0.9069466882067851,0.9922234004948746,15,1.5785090923309326,0.9418367346938775,0.9075712881022615,0.9787910922587487,11,30.50000000000003,28.279999999999994
call_8c2ebe3761bb,synthetic,train,10,0.9794276519940237,0.9596846846846847,1.0,10,1.235915184020996,0.9630221410636841,0.9373472561652966,0.9901431588828914,11,45.0,42.58000000000001
call_8c6b33721067,synthetic,train,9,0.9882921670821059,0.9768553083470211,1.0,9,1.3604755401611328,0.9584521698913128,0.9667236821645157,0.9503210027514521,12,64.29999999999995,65.4
call_8cafd2754e55,synthetic,val,15,0.9636998624193036,0.9299428104575164,1.0,13,1.5543863773345947,0.955854530166071,0.9165490828462004,0.998682187568636,12,49.60000000000001,45.52000000000004
call_8d3ea77f4bb4,synthetic,train,16,0.9424291644107562,0.8911262798634813,1.0,16,1.285792350769043,0.9287531806615776,0.8837772397094431,0.9785522788203753,10,28.9,26.04000000000002
call_8d6cd93e02b8,human,train,15,0.9545655050727834,0.9263698630136986,0.9845313921747043,15,2.3331408500671387,0.9185115402731983,0.9521484375,0.8871701546860783,13,30.700000000000042,32.94000000000001
call_8d75a71e6126,synthetic,val,12,0.9747052518756699,0.9506585824796153,1.0,12,1.6310031414031982,0.9657688593196695,0.9430008382229673,0.9896635144051023,14,47.70000000000002,45.45999999999998
call_8da8b9947630,human,val,14,0.9466537342386033,0.9339712918660287,0.95968534906588,12,1.8235907554626465,0.9246917694101966,0.9403592002710945,0.9095378564405113,10,29.50000000000001,30.500000000000036
call_8e6c9fa78a21,synthetic,train,10,0.9720705258230613,0.945658773527626,1.0,10,1.221083641052246,0.9450127877237852,0.9411015600127348,0.9489566613162119,9,31.400000000000013,31.100000000000055
call_8ed994ce484f,synthetic,train,12,0.9726114649681529,0.9523908523908524,0.9937093275488069,11,1.5447347164154053,0.95491452991453,0.9408421052631579,0.96941431670282,11,47.50000000000001,46.060000000000024
call_8ee1e10130a2,synthetic,train,11,0.9734933403666095,0.9483556012332991,1.0,11,1.114612102508545,0.9523935817530832,0.9327272727272727,0.9729070712544026,11,38.5,36.90000000000002
call_8f8e2145bc91,synthetic,train,8,0.9800146234462588,0.9608124253285544,1.0,8,1.0598194599151611,0.9445884240404788,0.9375306222439981,0.9517532952001989,11,40.8,40.19999999999999
call_9083846f078a,synthetic,train,9,0.9821033581339231,0.964836033188463,1.0,9,1.4126567840576172,0.9710959454034525,0.9523622047244095,0.9905814905814906,10,50.800000000000026,48.820000000000014
call_91a25cd95998,synthetic,train,13,0.9615613825983313,0.9259684361549498,1.0,13,1.236311435699463,0.930984274898078,0.8780554792639385,0.9907034397273009,14,36.39999999999999,32.25999999999999
call_924e8a27e4de,human,train,15,0.9275735294117647,0.9134685010861694,0.9421209858103062,14,1.6495413780212402,0.88801645167321,0.889180082366155,0.8868558625840179,13,26.700000000000003,26.759999999999973
call_925ba94f05a4,synthetic,val,43,0.7235675980807226,0.567318757192175,0.9985976939856653,68,2.1322073936462402,0.6642768850432633,0.550501946322475,0.8373325023371767,19,97.59999999999998,64.10000000000002
call_927c1f5f2007,synthetic,train,12,0.9799494219653179,0.9606870904905259,1.0,12,1.5300674438476562,0.9624944320712695,0.9313793103448276,0.9957603686635945,13,57.99999999999997,54.220000000000034
call_9491f635b944,synthetic,train,8,0.9517502365184485,0.907942238267148,1.0,8,1.3562211990356445,0.9216734822271154,0.8772455089820359,0.9708416169648774,8,16.69999999999999,15.040000000000013
call_94a8c8502249,human,train,31,0.9201225740551583,0.9017017017017017,0.9393117831074036,27,1.4911773204803467,0.8414580588493632,0.888476698353814,0.7991657977059436,24,43.10000000000001,47.859999999999985
call_957a8384caff,synthetic,val,10,0.9810074318744839,0.9672516736023159,0.9951600893521966,12,1.3924448490142822,0.9664011718392383,0.9508196721311475,0.9825018615040954,9,55.5,53.680000000000014
call_95ccefc6e4ce,human,val,22,0.9572859905079979,0.9410748228788665,0.9740654623502056,21,2.0536768436431885,0.957235961074904,0.955614973262032,0.958862457521016,20,56.10000000000001,55.87999999999998
call_9741efdd34af,human,train,12,0.9608290883541191,0.9372858122001371,0.9855855855855856,10,1.3532564640045166,0.9322314049586777,0.950561797752809,0.9145945945945946,9,26.700000000000003,27.720000000000024
call_97701e543c60,synthetic,train,33,0.6290171020484872,0.45880740233036327,1.0,42,1.2852637767791748,0.5309991079393399,0.4235901085216154,0.7113833283537496,13,56.200000000000074,33.419999999999995
call_989dad5aa1af,human,train,15,0.9456503998694303,0.9309125964010283,0.9608623548922056,13,1.1747310161590576,0.9417920209287116,0.9287326668816511,0.9552238805970149,12,30.99999999999999,30.099999999999998
call_9a3d5b0a64a3,human,val,25,0.9559365486300272,0.9390838973713206,0.9734051231848588,25,1.9965124130249023,0.9382022471910112,0.92323487600695,0.9536629140153369,26,63.299999999999955,61.27999999999996
call_9bb847dfc83e,human,val,11,0.9502113668388915,0.905145413870246,1.0,11,1.1108665466308594,0.9263360616273472,0.9028625058657908,0.9510627780523975,10,21.300000000000004,20.220000000000013
call_9c2dbbd1fe2e,synthetic,train,9,0.9795145847250055,0.962582056892779,0.9970534904805077,10,1.317856788635254,0.9645452543492623,0.9379014989293362,0.9927470534904805,9,46.70000000000003,44.10000000000001
call_9dc1a304389f,synthetic,train,18,0.95771719038817,0.9283314669652856,0.9890240992603198,17,1.379838466644287,0.9481618926127797,0.9223826714801444,0.9754235266046289,14,44.30000000000001,41.89999999999999
call_9f11e2c5441c,human,val,22,0.9177489177489178,0.9386259541984733,0.8977803738317757,16,1.289137363433838,0.8463060686015831,0.9719696969696969,0.7494158878504673,11,26.400000000000034,34.220000000000006
call_a0fbbe7bfec4,human,train,21,0.9292695473251029,0.9216836734693877,0.9369813278008299,19,1.5238912105560303,0.8943502070255109,0.9220600385568714,0.8682572614107884,16,36.30000000000001,38.54000000000001
call_a2aa58c1750b,human,train,17,0.9491911021233569,0.9185420743639922,0.9819560669456067,19,1.3171937465667725,0.9318844420885237,0.9446534121440086,0.9194560669456067,14,37.19999999999996,38.19999999999998
call_a381913d938c,synthetic,train,24,0.6770899003908712,0.5118185284025925,1.0,40,0.873772382736206,0.6266382200548614,0.5303069383543977,0.7657355679702048,12,38.75999999999998,26.82000000000001
call_a3a1f51a4bf9,synthetic,val,11,0.9615046581121462,0.9258632362897766,1.0,11,1.1936571598052979,0.9377506538796861,0.8963333333333333,0.983180987202925,11,29.999999999999993,27.340000000000007
call_a426226cf8b9,synthetic,train,20,0.9163163928162018,0.869155491119971,0.9688888888888889,17,1.3120276927947998,0.857492141110723,0.7551522608428176,0.9919191919191919,15,32.5,24.720000000000027
call_a4683528fef4,human,train,18,0.9517739025856885,0.9275668073136427,0.977278340330946,16,1.5594232082366943,0.8899117759877253,0.9225874867444327,0.8594714744381329,15,37.7,40.46000000000002
call_a49598543013,synthetic,train,15,0.9746379991224221,0.9505306401917152,1.0,15,1.5688214302062988,0.9527021184608733,0.916333998669328,0.9920763551233568,13,60.1,55.500000000000014
call_a6481017c744,synthetic,train,15,0.9404437524328533,0.8908554572271387,0.9958779884583677,16,1.1047375202178955,0.8959757023538345,0.8304011259676284,0.9727947238252267,12,28.400000000000006,24.239999999999995
call_a71916766a4f,synthetic,train,9,0.969155275148966,0.940156409384563,1.0,9,1.1858770847320557,0.9667630057803468,0.9657163478888487,0.9678119349005425,8,27.700000000000003,27.64000000000004
call_a766613f8c8a,human,train,20,0.8946350043975374,0.9315018315018315,0.860575296108291,12,0.807905912399292,0.8364116094986808,0.9438536792854104,0.7509306260575296,8,23.499999999999993,29.52
call_a7c95e99f3b6,human,val,30,0.8091085271317829,0.6896551724137931,0.9786111924992675,31,1.1129019260406494,0.7934818756235451,0.9173394848135332,0.6990917081746264,13,25.999999999999986,34.120000000000005
call_a7df1d46e72b,synthetic,train,15,0.9746674574260781,0.9532648326151807,0.9970532154619518,16,1.5199918746948242,0.9307420494699646,0.9490181949198343,0.9131565262610505,20,55.49999999999996,57.66
call_a7ea289a43fd,synthetic,train,21,0.9459764918625678,0.9044737410849363,0.9914712153518124,21,1.5450398921966553,0.9234303215926493,0.8577524893314367,1.0,17,49.199999999999996,42.199999999999974
call_a8ca5b456ce4,synthetic,train,11,0.9825471698113207,0.9656930922577655,1.0,11,1.4582483768463135,0.9719788460020522,0.9590342679127726,0.9852776444231077,11,64.19999999999997,62.48000000000002
call_a9d29125d786,synthetic,train,7,0.9530896150113232,0.9103831891223733,1.0,7,0.8923368453979492,0.9484126984126984,0.9245647969052224,0.9735234215885947,6,15.500000000000002,14.72000000000001
call_abf730747901,human,val,17,0.9276723652075897,0.9158011869436202,0.9398553483060526,13,1.6202402114868164,0.8024956970740104,0.9228104898565067,0.7099352874000762,8,20.199999999999992,26.259999999999987
call_ac80248cae29,synthetic,train,7,0.9844686043931662,0.9694122787852305,1.0,7,4.076177358627319,0.9665860628709606,0.9433597940356147,0.9909848997070092,7,46.60000000000001,44.36
call_acda78859d0d,human,train,15,0.953943580886586,0.9195338512763596,0.9910287081339713,14,2.9781882762908936,0.931132783195799,0.9343571213489913,0.9279306220095693,12,33.2,33.42000000000001
call_ad8e23b11d98,synthetic,train,18,0.9082911809984605,0.8515463917525773,0.9731385485391141,16,1.2598204612731934,0.868318656563588,0.7678377399492937,0.9990574929311969,12,27.60000000000001,21.199999999999974
call_adf30039caa2,synthetic,train,11,0.9417322834645669,0.8898809523809523,1.0,11,1.2380902767181396,0.9034928848641656,0.8430709802028006,0.9732441471571907,12,20.700000000000006,17.900000000000006
call_aed9b45d6c31,synthetic,train,16,0.9535219399538106,0.9182652210175146,0.9915941158811168,15,1.178403615951538,0.944943494639235,0.91318958274993,0.978985289702792,14,35.70000000000002,33.299999999999976
call_af9ad367dcce,synthetic,val,11,0.9724628025760604,0.9544463818657367,0.9911724762335898,11,1.6913833618164062,0.9477684873493322,0.9108745564600292,0.9877772747849706,10,47.89999999999997,44.15999999999999
call_b0836ff3142a,synthetic,train,12,0.9602015113350126,0.9261418853255587,0.9968619246861925,13,2.300772190093994,0.9383618541285927,0.8962234211361473,0.9846582984658299,12,31.500000000000014,28.659999999999997
call_b167dd907a80,synthetic,train,11,0.9790376369699857,0.9699496538703587,0.9882975312600193,15,1.981393575668335,0.9641658209071746,0.939735200121747,0.9899006091696056,14,65.69999999999997,62.36000000000003
call_b2594d9c3ffd,synthetic,train,8,0.9861648318952693,0.9764324642804537,0.9960931630353118,10,2.2808849811553955,0.9709833024118738,0.9592375366568915,0.9830202854996244,11,68.19999999999999,66.54000000000003
call_b382ffa5187d,human,train,9,0.9600338337914993,0.9333881578947368,0.9882455376578145,9,2.011629104614258,0.943259385665529,0.9247176913425345,0.9625598606878537,8,23.900000000000002,22.960000000000008
call_b3f14bd5c2b6,synthetic,train,14,0.9528158295281582,0.9173505275498242,0.9911336288790373,13,2.8722643852233887,0.9211973121563837,0.8896755162241888,0.9550348321722609,8,33.900000000000006,31.57999999999995
call_b41c86402714,human,train,23,0.9023665608031964,0.8221019227179391,1.0,21,1.3660047054290771,0.49117819215653485,0.9320850523643288,0.33344686648501365,13,31.5,88.05999999999999
call_b5840ec7dd5e,synthetic,train,18,0.956758034026465,0.9189741261915569,0.9977821586988664,19,1.3411948680877686,0.9438097458615062,0.8955752212389381,0.9975357318876293,16,45.19999999999998,40.54000000000001
call_b5c4803ea37c,human,train,10,0.9448903156768326,0.9270341207349081,0.9634478996181124,8,0.9889402389526367,0.9435462496686986,0.9175257731958762,0.9710856519367158,9,19.399999999999995,18.32
call_b5cc1f8d8fee,human,val,28,0.9290813898143742,0.8997464853652916,0.9603936039360393,24,1.5410418510437012,0.8695426195426196,0.92150922610851,0.8231242312423124,20,36.299999999999976,40.59999999999992
call_b658b1155216,human,val,24,0.935767707875055,0.914445399828031,0.9581081081081081,22,1.8070952892303467,0.8563631853138179,0.9530646051905025,0.7774774774774775,19,36.20000000000002,44.37999999999995
call_b712f501aeb8,synthetic,val,41,0.7776203093228172,0.6361528379877004,1.0,56,1.918529748916626,0.6695426072568255,0.5338296268375424,0.8977812995245642,19,106.10000000000004,63.06000000000001
call_b72eccd91b8c,synthetic,train,14,0.9613978057700122,0.9423791821561338,0.9811998894111141,13,1.5201623439788818,0.9338766925200473,0.8902255639097745,0.9820293060547415,12,39.89999999999999,36.160000000000004
call_b78e6c8e05d3,human,train,18,0.9223843526855015,0.9331030150753769,0.9119091467157765,13,1.23811936378479,0.9028352978655623,0.93841059602649,0.8698588090853284,11,30.199999999999967,32.58
call_b7c3a7552903,synthetic,train,11,0.9615873015873015,0.9409754582168375,0.9831223628691983,9,1.4233477115631104,0.960799873036026,0.9400621118012422,0.9824732229795521,8,32.199999999999996,30.79999999999997
call_b956718b62ae,synthetic,train,15,0.9387675507020281,0.9021739130434783,0.9784552845528456,13,1.169463872909546,0.9251461988304094,0.8887640449438202,0.9646341463414634,13,26.699999999999978,24.559999999999988
call_b96e9305d9a2,human,train,33,0.9043957305176173,0.906789413118527,0.902014652014652,24,1.2893588542938232,0.8206625206244448,0.9208202791227571,0.7401556776556777,13,35.099999999999994,43.66000000000004
call_bac44092a11a,human,train,28,0.9253164556962026,0.889294403892944,0.9643799472295514,24,1.582824468612671,0.8805812417437252,0.8817460317460317,0.8794195250659631,19,37.80000000000002,37.86000000000001
call_bba20372ca37,synthetic,train,13,0.9692272623660816,0.9423758865248227,0.997653683716565,14,1.4436395168304443,0.9561373682420945,0.9247971935978953,0.9896762083528859,14,45.60000000000002,42.59999999999998
call_bc24a38d8bf2,synthetic,train,18,0.9227216201812045,0.8565303430079155,1.0,17,1.0145936012268066,0.8695494843495567,0.8201365187713311,0.9252984212552946,11,29.300000000000008,25.940000000000015
call_bc2c7c34acea,human,val,20,0.9380396909559158,0.9105882352941177,0.9671977507029054,17,1.7791931629180908,0.9140041328882531,0.93042071197411,0.8981568259918775,16,30.9,31.97999999999999
call_bc7120020303,human,train,24,0.942314415569281,0.8909211106214191,1.0,24,1.434920310974121,0.922202486678508,0.8845979100408905,0.9631461785802622,22,44.000000000000036,40.41999999999996
call_bd2262567810,human,train,32,0.948327312706141,0.9100226073850791,0.9899983603869487,31,2.5067670345306396,0.9298036409889499,0.9024691358024691,0.9588457124118708,27,64.79999999999993,60.94000000000007
call_bd98a8224da0,human,val,22,0.9326137689614936,0.9072077185017026,0.959483793517407,18,1.3619060516357422,0.8455101383971677,0.9115197779319917,0.7884153661464586,12,28.800000000000026,33.26000000000002
call_bda847d77eef,human,train,17,0.944872554831061,0.9026047565118913,0.9912935323383084,16,1.2764346599578857,0.9238210399032648,0.8988235294117647,0.9502487562189055,14,33.99999999999997,32.159999999999954
call_bdfa814252df,synthetic,train,15,0.9436689111512564,0.9080278128950695,0.9822222222222222,13,1.450007438659668,0.9316790203029326,0.8811338006705273,0.9883760683760684,13,32.8,29.24000000000001
call_be72006df132,human,val,19,0.9144615384615384,0.9120294599018003,0.9169066227889757,13,1.1963183879852295,0.8910380399742102,0.9329432943294329,0.8527354997943233,13,22.19999999999999,24.30000000000002
call_bf0384ed27ed,human,val,23,0.9480325800160606,0.9192436040044494,0.9786830885836096,21,1.4957489967346191,0.9438099588853358,0.9113365681517424,0.9786830885836096,21,45.300000000000004,42.179999999999964
call_bf4ed1a05c84,human,train,22,0.8059145900113742,0.6749220644267405,1.0,32,1.3040618896484375,0.617060447990181,0.7672644028996566,0.5160379779317423,13,26.20000000000002,38.95999999999998
call_c04725672945,synthetic,val,12,0.9818359647897164,0.9719225449515906,0.9919536984754376,13,1.6772005558013916,0.9696927856403176,0.9489258208350223,0.9913890457368718,12,74.0,70.80000000000003
call_c1cbe639d50f,synthetic,train,7,0.9634864546525324,0.9333637608397992,0.9956183057448881,8,0.826345682144165,0.904397705544933,0.888262910798122,0.9211295034079844,7,21.299999999999997,20.53999999999999
call_c1d95df7a179,synthetic,train,11,0.9571495109455054,0.9202866099417824,0.9970887918486172,11,1.0337378978729248,0.9271749755620723,0.9340226489414082,0.9204269771955361,9,20.299999999999997,20.599999999999994
call_c21f9cf2390e,synthetic,val,23,0.9402677651905252,0.8872691933916423,1.0,23,1.3294503688812256,0.9186384917120081,0.8539167254763586,0.9939759036144579,19,42.49999999999998,36.499999999999986
call_c337629bcbbb,human,train,27,0.9289655982153341,0.9350035452611676,0.923005132991134,20,1.3222155570983887,0.7678372352285395,0.9532871972318339,0.6427904806346244,14,28.899999999999977,42.82000000000001
call_c3417b995627,synthetic,train,13,0.9561286001339585,0.9159448187359641,1.0,13,1.1405138969421387,0.9443371378402107,0.946830985915493,0.9418563922942207,10,28.399999999999977,28.540000000000013
call_c3a3ab5fa472,synthetic,train,17,0.9764002987303958,0.9538888078213921,1.0,17,1.813032865524292,0.968742938916924,0.9541543026706232,0.9837846106776809,15,67.39999999999993,65.34000000000003
call_c3e9e24958f7,synthetic,train,32,0.9594979296066253,0.9221489864444721,1.0,32,1.952906847000122,0.9402263767010047,0.8895439778606666,0.9970330411328389,28,83.10000000000001,74.10000000000004
call_c49b6face6c3,synthetic,val,11,0.9580618892508144,0.9194998046111762,1.0,11,1.0840563774108887,0.9195215892965741,0.8790697674418605,0.9638759031024224,8,25.8,23.520000000000017
call_c4fc8a865292,human,val,25,0.9342228708433232,0.9248710010319917,0.943765796124684,27,1.5530552864074707,0.9020994475138121,0.9488609948860995,0.8597304128053918,25,43.000000000000085,47.45999999999998
call_c509bc8280ae,human,train,16,0.9319703912583716,0.9095287237702099,0.9555475243946513,14,1.2301979064941406,0.8736158839251623,0.9259409146094698,0.8268883267076256,13,24.700000000000017,27.63999999999999
call_c5b04c36bb62,synthetic,train,27,0.7856545572795689,0.6469778117827085,1.0,36,1.2707886695861816,0.7199476537670593,0.5952086553323029,0.9108325449385052,15,64.70000000000002,42.22000000000001
call_c647ee088162,human,train,16,0.9281629735525375,0.9351818509182571,0.9212486697410429,14,1.2112758159637451,0.8406079501169135,0.9325551232166018,0.7651649521106776,13,23.100000000000044,28.140000000000004
call_c67ce09b3316,synthetic,train,12,0.9395777723853433,0.8975428836346778,0.9857433808553971,12,1.348848819732666,0.9059872611464969,0.9066802651708312,0.905295315682281,8,19.599999999999987,19.639999999999993
call_c6daaae3eb0f,human,train,11,0.9293989071038251,0.9211438474870017,0.9378032642258491,12,1.035916805267334,0.8781484002722941,0.9042056074766355,0.8535509483899426,10,21.40000000000002,22.659999999999993
call_c6e878157063,human,train,20,0.9660860052175376,0.94923102364809,0.9835503769705277,19,1.3660178184509277,0.951048951048951,0.9466893039049236,0.9554489376285127,21,58.900000000000006,58.33999999999997
call_c87e905eb0d7,synthetic,train,14,0.9638614480430161,0.9302437846970794,1.0,14,1.1570076942443848,0.9589533093894305,0.9482496194824962,0.969901401141671,12,39.400000000000006,38.48000000000001
call_ca184bb77a63,human,val,27,0.9488433794876047,0.9358848544324501,0.9621657978812846,25,1.1199672222137451,0.9079137916347219,0.9200621546961326,0.8960820581805953,17,57.900000000000006,59.43999999999999
call_ca5206a4f854,synthetic,train,15,0.9697565236379517,0.945295870583227,0.9955167002914145,14,1.1064379215240479,0.9347503142498,0.9533799533799534,0.9168347904057387,17,42.900000000000006,44.6
call_cbad95f3aabc,synthetic,train,10,0.9583597548087085,0.9200487012987013,1.0,10,1.0392251014709473,0.8909012505390255,0.8713622943905525,0.9113365681517424,9,23.700000000000017,22.659999999999997
call_cbb902adb22a,human,train,39,0.9286868544930794,0.9299282397636134,0.9274487791187201,39,1.5543782711029053,0.598704268292683,0.9323442136498516,0.44092057255122086,17,33.7,71.14000000000004
call_ce3072c8e106,synthetic,train,13,0.954160125588697,0.9123386370459321,1.0,13,1.2088632583618164,0.9306836248012719,0.9003383574284836,0.9631457716354064,8,32.5,30.37999999999996
call_ce6146a1c53e,synthetic,train,18,0.9553620632646314,0.9205607476635514,0.9928980526918672,17,1.5611436367034912,0.9362589138782227,0.8983157894736842,0.9775486827033218,13,47.49999999999999,43.620000000000026
call_cea74e96e420,synthetic,train,12,0.9633581356170153,0.9293066088840737,1.0,12,1.1822009086608887,0.9475733555833681,0.9061170212765958,0.9930049548236666,8,37.599999999999966,34.29999999999998
call_cf313f91b995,human,val,12,0.9449766094898641,0.9270104895104895,0.963652885052249,9,1.1290743350982666,0.9453490965871069,0.9285714285714286,0.9627442071785552,10,22.800000000000008,21.980000000000018
call_d0442c9e97b7,synthetic,train,43,0.7838796477495108,0.6445740722116061,1.0,56,1.6542716026306152,0.6749663526244953,0.5268318305173773,0.9389920424403183,24,114.20000000000003,64.01999999999997
call_d13864e1e455,synthetic,train,17,0.936472979840759,0.8890318430363461,0.9892627057981389,16,1.411797285079956,0.9066930431915595,0.8404645476772616,0.984251968503937,13,32.7,27.899999999999984
call_d13e6463c6fb,human,train,14,0.9598795015746954,0.950121984277582,0.9698395130049806,10,1.339526653289795,0.9369067560022334,0.9453521126760563,0.9286109573879358,9,35.5,36.12000000000002
call_d147a02786d2,synthetic,train,8,0.9845861486486487,0.9698419301164726,0.9997855917667239,8,1.352719783782959,0.9521806508744742,0.9842105263157894,0.9221698113207547,12,43.69999999999996,46.620000000000026
call_d17b2416d506,synthetic,train,10,0.9675877520537715,0.9418435591741785,0.9947788697788698,12,1.3239805698394775,0.9437076333628058,0.9070821529745042,0.9834152334152334,10,35.3,32.559999999999995
call_d38f7d5159e7,human,train,17,0.8970409404134576,0.943307757885763,0.8551004636785162,12,0.996823787689209,0.8518441341946239,0.924468566259611,0.7897990726429676,11,22.100000000000005,25.860000000000007
