anon_id,label,split,n_off,off_s,t12_f1,t12_prec,t12_rec,t12_s,t12_n,t12_chunks,t12_m0_f1,t12_m0_prec,t12_m0_rec,t12_m0_s,t12_m0_n,t12_m0_chunks,t12_m3_f1,t12_m3_prec,t12_m3_rec,t12_m3_s,t12_m3_n,t12_m3_chunks,t12_m6_f1,t12_m6_prec,t12_m6_rec,t12_m6_s,t12_m6_n,t12_m6_chunks,t15_f1,t15_prec,t15_rec,t15_s,t15_n,t15_chunks,t15_m3_f1,t15_m3_prec,t15_m3_rec,t15_m3_s,t15_m3_n,t15_m3_chunks,t18_m3_f1,t18_m3_prec,t18_m3_rec,t18_m3_s,t18_m3_n,t18_m3_chunks
call_4affad158a4c,synthetic,val,20,28.18,0.9277528649725959,0.8722673329169269,0.9907768712309329,31.969999999999867,19,11,0.9296055916125812,0.8755485893416928,0.9907768712309329,31.849999999999877,19,11,0.9282153539381854,0.8730853391684902,0.9907768712309329,31.93999999999988,19,11,0.9280611397242067,0.8728125,0.9907768712309329,31.94999999999987,19,11,0.928130732032683,0.8757079924480805,0.987229514012061,31.699999999999896,20,12,0.9284403669724771,0.8762594458438288,0.987229514012061,31.6799999999999,20,12,0.9309823677581864,0.8839285714285714,0.9833274210713019,31.279999999999852,21,13
call_4b1bec58d02d,synthetic,train,42,59.740000000000045,0.7429706411768358,0.5910527355322931,1.0,101.17999999999972,65,39,0.7676212893945338,0.6305725641851971,0.9807852965747702,93.02999999999975,57,34,0.7587446248636159,0.615985827428095,0.9876357560568086,95.87999999999974,61,34,0.75507237216358,0.607259048393656,0.9979949874686717,98.27999999999975,62,37,0.9261755610181588,0.8813763960156957,0.9757727652464494,66.14999999999984,39,23,0.9157384987893462,0.8857142857142857,0.9478696741854636,63.94999999999984,37,22,0.8532515558762515,0.9270874166993336,0.7903091060985797,50.92999999999993,24,19
call_4baef170cf46,human,train,17,45.45999999999999,0.9620853080568721,0.9431890179514255,0.9817542316992746,47.289999999999935,16,16,0.9184745375656542,0.9555713946305536,0.8841503627170807,42.059999999999945,14,15,0.9351581781467355,0.9548682703321879,0.9162453286436579,43.61999999999993,15,16,0.9355164292923629,0.9548992673992674,0.916904814244889,43.64999999999992,15,16,0.9620853080568721,0.9431890179514255,0.9817542316992746,47.289999999999935,16,16,0.9351581781467355,0.9548682703321879,0.9162453286436579,43.61999999999993,15,16,0.9340819764177428,0.9547750229568411,0.9142668718399648,43.51999999999994,16,15
call_4c278007298d,human,train,14,43.5,0.9573674092502544,0.9421322056532384,0.973103448275862,44.889999999999944,18,18,0.9340505144995322,0.9504997620180866,0.9181609195402299,41.95999999999995,18,15,0.9354499824909537,0.9502015650936685,0.9211494252873563,42.11999999999995,17,15,0.9401114206128134,0.9493670886075949,0.9310344827586207,42.60999999999994,17,16,0.9573674092502544,0.9421322056532384,0.973103448275862,44.889999999999944,18,18,0.9354499824909537,0.9502015650936685,0.9211494252873563,42.11999999999995,17,15,0.9354198294990074,0.9506290054592926,0.9206896551724137,42.06999999999995,17,15
call_4c8c40f7c2fd,human,train,16,29.779999999999987,0.9252776842813868,0.927775902801215,0.9227928835179591,29.55999999999995,14,13,0.9255892255892256,0.9284025667004391,0.9227928835179591,29.54999999999993,14,13,0.9252776842813868,0.927775902801215,0.9227928835179591,29.55999999999995,14,13,0.9252776842813868,0.927775902801215,0.9227928835179591,29.55999999999995,14,13,0.9252776842813868,0.927775902801215,0.9227928835179591,29.55999999999995,14,13,0.9252776842813868,0.927775902801215,0.9227928835179591,29.55999999999995,14,13,0.9255641630178512,0.9286921257181481,0.9224572004028198,29.51999999999998,14,13
call_4cd5b14fbe3c,synthetic,train,13,43.51999999999998,0.969893676552882,0.9456569183762549,0.9954054674936825,45.73000000000001,12,16,0.970328070764752,0.9464831804281345,0.9954054674936825,45.70000000000001,12,16,0.970328070764752,0.9464831804281345,0.9954054674936825,45.70000000000001,12,16,0.970328070764752,0.9464831804281345,0.9954054674936825,45.70000000000001,12,16,0.969893676552882,0.9456569183762549,0.9954054674936825,45.73000000000001,12,16,0.970328070764752,0.9464831804281345,0.9954054674936825,45.70000000000001,12,16,0.9705454138201366,0.9468968531468531,0.9954054674936825,45.67000000000001,12,16
call_4d8129939686,synthetic,train,9,27.959999999999987,0.9707786526684165,0.9506511309115833,0.9917769038255273,29.159999999999933,8,10,0.9711977520196698,0.9544356230583362,0.9885591705398641,28.949999999999925,8,10,0.971027216856892,0.9541062801932367,0.9885591705398641,28.95999999999993,8,10,0.9712078651685393,0.9541221110727838,0.9889166964604934,28.969999999999935,8,10,0.9707786526684165,0.9506511309115833,0.9917769038255273,29.159999999999933,8,10,0.971027216856892,0.9541062801932367,0.9885591705398641,28.95999999999993,8,10,0.971027216856892,0.9541062801932367,0.9885591705398641,28.95999999999993,8,10
call_4e60206f7e8a,human,train,13,33.12,0.9512449679439392,0.9398939304655274,0.9628735285239963,33.90999999999994,12,13,0.9420861127956337,0.9463904964971063,0.9378207063084817,32.79999999999996,11,13,0.9433676559660812,0.9465208143421452,0.9402354361605796,32.87999999999996,11,13,0.9435276305828918,0.9465370595382746,0.9405372773920918,32.89999999999996,11,13,0.9512449679439392,0.9398939304655274,0.9628735285239963,33.90999999999994,12,13,0.9433676559660812,0.9465208143421452,0.9402354361605796,32.87999999999996,11,13,0.9435105255187036,0.9468085106382979,0.9402354361605796,32.86999999999997,11,13
call_4e9cec0da4ea,synthetic,train,13,33.93999999999996,0.963383479988646,0.9293537787513692,1.0,36.479999999999954,13,13,0.9647226173541963,0.9326182618261826,0.9991160872127284,36.31999999999996,13,13,0.9647326507394767,0.9323804288070369,0.9994107248084856,36.339999999999954,13,13,0.9646055437100213,0.9318868442735512,0.9997053624042428,36.369999999999955,13,13,0.963383479988646,0.9293537787513692,1.0,36.479999999999954,13,13,0.9647326507394767,0.9323804288070369,0.9994107248084856,36.339999999999954,13,13,0.9648698620395392,0.9326367885620016,0.9994107248084856,36.329999999999956,13,13
call_4f0dad5104b3,human,train,36,76.16000000000004,0.8513330963384287,0.9296583850931677,0.7851803278688525,64.26999999999985,38,20,0.7281537450722734,0.9740716326082179,0.5813770491803278,45.4099999999999,20,15,0.7398486451297909,0.9746998284734134,0.5961967213114754,46.529999999999916,22,15,0.767177694812932,0.9728041901692184,0.633311475409836,49.51999999999992,26,16,0.8513330963384287,0.9296583850931677,0.7851803278688525,64.26999999999985,38,20,0.7398486451297909,0.9746998284734134,0.5961967213114754,46.529999999999916,22,15,0.7319190760914079,0.974694589877836,0.5859672131147541,45.7499999999999,21,15
call_51851f91f064,human,train,22,29.58,0.9229505503532117,0.8997437540038437,0.9473861720067454,31.18999999999981,19,10,0.8835257082896117,0.9175444969124591,0.8519392917369308,27.499999999999886,14,10,0.8930861202564547,0.9183891660727014,0.8691399662731872,28.02999999999988,15,10,0.9004966603870526,0.9147529575504524,0.8866779089376053,28.709999999999873,16,10,0.9229505503532117,0.8997437540038437,0.9473861720067454,31.18999999999981,19,10,0.8930861202564547,0.9183891660727014,0.8691399662731872,28.02999999999988,15,10,0.8821037769149311,0.9252128841169938,0.8428330522765599,26.979999999999922,14,10
call_5273f6be303c,human,train,20,34.42000000000005,0.9396332863187589,0.9141053787047201,0.9666279744631456,36.39999999999989,19,16,0.9213941957124107,0.9261213720316622,0.916715031921068,34.06999999999989,16,15,0.9220230287130156,0.926207906295754,0.9178757980266976,34.11999999999987,16,15,0.92188866219761,0.9259367681498829,0.9178757980266976,34.12999999999989,16,15,0.9396332863187589,0.9141053787047201,0.9666279744631456,36.39999999999989,19,16,0.9220230287130156,0.926207906295754,0.9178757980266976,34.11999999999987,16,15,0.9221574344023323,0.9264792032806093,0.9178757980266976,34.109999999999864,16,15
call_52ba7c3bd761,synthetic,train,11,37.34000000000003,0.969901401141671,0.9415617128463476,1.0,39.69999999999994,11,12,0.9700272479564033,0.9417989417989417,1.0,39.68999999999994,11,12,0.969901401141671,0.9415617128463476,1.0,39.69999999999994,11,12,0.969901401141671,0.9415617128463476,1.0,39.69999999999994,11,12,0.9691927726504614,0.9426042983565107,0.9973247726056714,39.51999999999996,12,12,0.9691927726504614,0.9426042983565107,0.9973247726056714,39.51999999999996,12,12,0.9703279541905258,0.9447541814495691,0.9973247726056714,39.429999999999964,12,12
call_52bfee0220ab,synthetic,train,25,48.719999999999985,0.952418172936004,0.9091587390412237,1.0,53.51999999999982,25,19,0.9486345262742778,0.9130764851015373,0.9870742716454657,52.59999999999982,25,18,0.954563258911085,0.9130760584488572,1.0,53.28999999999982,25,19,0.9541895066562255,0.912392362411082,1.0,53.32999999999982,25,19,0.952418172936004,0.9091587390412237,1.0,53.51999999999982,25,19,0.954563258911085,0.9130760584488572,1.0,53.28999999999982,25,19,0.9547502448579823,0.9134182908545727,1.0,53.269999999999825,25,19
call_54a09817b7e2,synthetic,train,11,24.97999999999999,0.9560333139647492,0.9267743146826887,0.9872,26.619999999999923,10,8,0.9567745687148672,0.9281684843926288,0.9872,26.589999999999915,10,8,0.9564037977136214,0.9274708756106727,0.9872,26.59999999999992,10,8,0.9564037977136214,0.9274708756106727,0.9872,26.59999999999992,10,8,0.9560333139647492,0.9267743146826887,0.9872,26.619999999999923,10,8,0.9564037977136214,0.9274708756106727,0.9872,26.59999999999992,10,8,0.9565891472868217,0.9278195488721804,0.9872,26.589999999999915,10,8
call_565b6523733e,human,train,15,29.719999999999988,0.9367806505421185,0.9298013245033112,0.9438655462184874,30.189999999999905,15,11,0.9118760757314974,0.9343915343915344,0.8904201680672269,28.329999999999913,15,10,0.9119972499140598,0.9331691874780161,0.8917647058823529,28.409999999999926,15,10,0.9120274914089347,0.9328646748681898,0.8921008403361345,28.429999999999925,15,10,0.9367806505421185,0.9298013245033112,0.9438655462184874,30.189999999999905,15,11,0.9119972499140598,0.9331691874780161,0.8917647058823529,28.409999999999926,15,10,0.9125946317962835,0.9347902714134649,0.8914285714285715,28.349999999999923,15,10
call_568b5e814bc3,human,train,23,37.660000000000025,0.9387442572741195,0.9041297935103245,0.9761146496815286,40.609999999999886,21,15,0.9355216881594373,0.9186492709132771,0.9530254777070064,39.019999999999854,19,15,0.9354166666666667,0.918200408997955,0.9532908704883227,39.049999999999855,19,15,0.9351731319968758,0.9177312212570261,0.9532908704883227,39.06999999999988,19,15,0.9387442572741195,0.9041297935103245,0.9761146496815286,40.609999999999886,21,15,0.9354166666666667,0.918200408997955,0.9532908704883227,39.049999999999855,19,15,0.9355216881594373,0.9186492709132771,0.9530254777070064,39.019999999999854,19,15
call_569ffb0869eb,human,val,23,36.66000000000002,0.9291530944625407,0.9251351351351351,0.933206106870229,36.93999999999994,15,13,0.906294502990601,0.9487179487179487,0.8675027262813523,33.529999999999916,11,12,0.9061166429587483,0.947352766210589,0.8683206106870229,33.61999999999991,11,12,0.9056013647995451,0.9462269756387404,0.8683206106870229,33.64999999999991,11,12,0.9291530944625407,0.9251351351351351,0.933206106870229,36.93999999999994,15,13,0.9061166429587483,0.947352766210589,0.8683206106870229,33.61999999999991,11,12,0.9062455541328781,0.9476346325498364,0.8683206106870229,33.60999999999991,11,12
call_56f58de34ea0,synthetic,train,15,27.600000000000016,0.9444539394975218,0.8947538860103627,1.0,30.839999999999925,15,11,0.9447768849375962,0.8953337653920933,1.0,30.819999999999915,15,11,0.9446153846153846,0.8950437317784257,1.0,30.82999999999992,15,11,0.9446153846153846,0.8950437317784257,1.0,30.82999999999992,15,11,0.9467192050710982,0.8988288874430709,1.0,30.72999999999989,15,11,0.9467192050710982,0.8988288874430709,1.0,30.72999999999989,15,11,0.9458008658008658,0.9067065073041168,0.9884183858125226,30.07999999999995,14,11
call_578504f9f39e,synthetic,train,8,37.8,0.9782608695652174,0.9574468085106383,1.0,39.44999999999993,8,11,0.978988326848249,0.9603053435114504,0.9984126984126984,39.269999999999925,8,11,0.9788613668784852,0.9600610531671331,0.9984126984126984,39.27999999999993,8,11,0.9785141082060574,0.9579320831221491,1.0,39.429999999999936,8,11,0.9782608695652174,0.9574468085106383,1.0,39.44999999999993,8,11,0.9788613668784852,0.9600610531671331,0.9984126984126984,39.27999999999993,8,11,0.9793694044375243,0.961038961038961,0.9984126984126984,39.24999999999993,8,11
call_57f113803718,human,train,23,34.02000000000007,0.9133903960539678,0.9032998565279771,0.9237089201877934,34.76999999999998,18,11,0.8896925858951176,0.9144981412639405,0.8661971830985915,32.20999999999995,15,11,0.8897258210304309,0.9142414860681115,0.8664906103286385,32.22999999999996,15,11,0.8898930561831602,0.9142680284741566,0.8667840375586855,32.23999999999995,15,11,0.8918388897269574,0.9177274138466315,0.8673708920187794,32.14999999999996,15,11,0.8910771095288592,0.9210773567178202,0.8629694835680751,31.869999999999962,15,11,0.8858895705521472,0.9280205655526992,0.8474178403755869,31.04999999999998,15,11
call_5823cd70919d,synthetic,train,10,31.6,0.9693043344130804,0.9461005721168323,0.9936748893105629,33.17999999999994,11,13,0.9701469450889404,0.9494399031183772,0.9917773561037319,32.999999999999936,11,12,0.9701469450889404,0.9494399031183772,0.9917773561037319,32.999999999999936,11,12,0.9701561775166229,0.9491679273827534,0.9920936116382036,33.019999999999946,11,12,0.9693043344130804,0.9461005721168323,0.9936748893105629,33.17999999999994,11,13,0.9701469450889404,0.9494399031183772,0.9917773561037319,32.999999999999936,11,12,0.9705608924697862,0.951397326852977,0.9905123339658444,32.88999999999991,11,12
call_58a0f7394bc3,synthetic,train,12,44.16,0.9734945103693025,0.954337899543379,0.9934359438660028,45.94999999999993,13,16,0.974034620505992,0.9553765781454071,0.9934359438660028,45.909999999999926,13,16,0.9734945103693025,0.954337899543379,0.9934359438660028,45.94999999999993,13,16,0.9734945103693025,0.954337899543379,0.9934359438660028,45.94999999999993,13,16,0.9734945103693025,0.954337899543379,0.9934359438660028,45.94999999999993,13,16,0.9734945103693025,0.954337899543379,0.9934359438660028,45.94999999999993,13,16,0.9739265505381116,0.9551686615886833,0.9934359438660028,45.919999999999916,13,16
call_58ed2170e352,human,val,19,29.100000000000012,0.9369012223323423,0.9026098026734564,0.9739010989010989,31.339999999999954,18,12,0.913588730458684,0.914059814369199,0.9131181318681318,28.98999999999996,16,10,0.913961875321999,0.9141188594984542,0.913804945054945,29.02999999999995,16,10,0.9141483516483516,0.9141483516483516,0.9141483516483516,29.039999999999957,16,10,0.9369012223323423,0.9026098026734564,0.9739010989010989,31.339999999999954,18,12,0.913961875321999,0.9141188594984542,0.913804945054945,29.02999999999995,16,10,0.9145122371596002,0.917993079584775,0.9110576923076923,28.81999999999995,16,10
call_5a6307557d57,human,train,17,35.44,0.957039911308204,0.940359477124183,0.9743227990970654,36.63999999999994,18,13,0.9486890329856217,0.9478873239436619,0.9494920993227991,35.42999999999994,16,13,0.9485553206483439,0.9476203886229231,0.9494920993227991,35.43999999999995,16,13,0.9485553206483439,0.9476203886229231,0.9494920993227991,35.43999999999995,16,13,0.957039911308204,0.940359477124183,0.9743227990970654,36.63999999999994,18,13,0.9485553206483439,0.9476203886229231,0.9494920993227991,35.43999999999995,16,13,0.9467842914058053,0.9549368541905855,0.9387697516930023,34.789999999999964,16,13
call_5a7a7e3c9588,synthetic,train,21,42.69999999999999,0.9484259879437374,0.9061433447098977,0.994847775175644,46.839999999999925,19,19,0.9498043599776411,0.9086631016042781,0.994847775175644,46.70999999999993,19,18,0.9492737430167598,0.9076923076923077,0.994847775175644,46.75999999999993,19,19,0.9492737430167598,0.9076923076923077,0.994847775175644,46.75999999999993,19,19,0.9481116216519108,0.9090909090909091,0.990632318501171,46.4499999999999,22,21,0.9489624228827819,0.9106566200215285,0.990632318501171,46.369999999999905,22,21,0.952069471072516,0.9182075266478138,0.9885245901639345,45.9099999999999,22,20
call_5c9d19646f57,human,train,21,28.959999999999987,0.8448722695298038,0.9109780439121756,0.7877114256127028,24.95000000000005,16,8,0.7361729179910999,0.9533479692645445,0.5995857783914395,18.160000000000032,11,5,0.7449748743718593,0.9467802022352315,0.6140835346910597,18.74000000000003,11,5,0.748643006263048,0.9471737982039091,0.6189161201242664,18.900000000000027,11,6,0.8448722695298038,0.9109780439121756,0.7877114256127028,24.95000000000005,16,8,0.7449748743718593,0.9467802022352315,0.6140835346910597,18.74000000000003,11,5,0.7401177460050462,0.9467455621301775,0.6075250258888505,18.53000000000003,12,6
call_5d86f0ca06aa,synthetic,train,9,22.019999999999996,0.9567673256571801,0.9171178675551853,1.0,23.94999999999997,9,8,0.9567673256571801,0.9171178675551853,1.0,23.94999999999997,9,8,0.9567673256571801,0.9171178675551853,1.0,23.94999999999997,9,8,0.9567673256571801,0.9171178675551853,1.0,23.94999999999997,9,8,0.9596862061451297,0.922496857980729,1.0,23.839999999999957,9,8,0.9596862061451297,0.922496857980729,1.0,23.839999999999957,9,8,0.9542541436464088,0.9294016358157555,0.98047229791099,23.219999999999963,9,7
call_5e4539a471f6,synthetic,val,24,24.919999999999995,0.6175195143104943,0.4466750313676286,1.0,55.709999999999866,30,21,0.6255805196435296,0.45515981735159816,1.0,54.65999999999988,31,21,0.6237016643724189,0.45317330423713403,1.0,54.90999999999987,30,21,0.6221445512420422,0.45153107447001267,1.0,55.09999999999987,30,21,0.8265339966832504,0.7043527416619559,1.0,35.28999999999993,29,13,0.8245144005358339,0.707471264367816,0.9879614767255217,34.71999999999993,28,13,0.8067190226876091,0.8838432122370937,0.7419743178170144,20.839999999999982,15,8
call_5f7a4b3e8ca9,human,train,30,38.139999999999986,0.906877347493848,0.8965428937259923,0.9174528301886793,39.00999999999985,23,15,0.7940957208886238,0.9211345555171221,0.6978511530398323,28.889999999999965,14,11,0.7937406855439643,0.9201796821008984,0.6978511530398323,28.909999999999975,14,11,0.8074041427941825,0.9187562688064193,0.720125786163522,29.879999999999953,15,11,0.906877347493848,0.8965428937259923,0.9174528301886793,39.00999999999985,23,15,0.7937406855439643,0.9201796821008984,0.6978511530398323,28.909999999999975,14,11,0.7937406855439643,0.9201796821008984,0.6978511530398323,28.899999999999977,14,11
call_6058d9c5c82f,synthetic,val,13,30.52000000000001,0.9630914826498422,0.9288104654700334,1.0,32.8299999999999,13,10,0.9650592885375494,0.9327628361858191,0.9996724533245988,32.6699999999999,13,10,0.9649067341131837,0.9324778490681332,0.9996724533245988,32.6799999999999,13,10,0.964765365776584,0.931929181929182,1.0,32.709999999999894,13,10,0.9630914826498422,0.9288104654700334,1.0,32.8299999999999,13,10,0.9649067341131837,0.9324778490681332,0.9996724533245988,32.6799999999999,13,10,0.9656699889258029,0.9339045287637698,0.9996724533245988,32.6399999999999,13,10
call_60ffdefc5f5a,human,train,19,28.03999999999997,0.9293450232078391,0.897410358565737,0.9636363636363636,30.049999999999926,17,12,0.9216962871722681,0.9100069492703267,0.9336898395721925,28.70999999999993,16,11,0.9205623901581722,0.9077989601386481,0.9336898395721925,28.779999999999916,16,11,0.9205623901581722,0.9077989601386481,0.9336898395721925,28.789999999999914,16,11,0.9293450232078391,0.897410358565737,0.9636363636363636,30.049999999999926,17,12,0.9205623901581722,0.9077989601386481,0.9336898395721925,28.779999999999916,16,11,0.9215341308937368,0.9096908648836401,0.9336898395721925,28.719999999999917,16,11
call_624a4731ab56,human,train,24,81.29999999999998,0.9084004452301447,0.9717047205490965,0.8528399311531841,71.3299999999999,23,26,0.8843281071260346,0.9768098706704326,0.807843619375461,67.18999999999996,22,22,0.8921555525858613,0.9771662763466042,0.8207523973444799,68.24999999999993,22,22,0.8941834154132836,0.9747533372025536,0.8259159085320875,68.85999999999989,23,22,0.9084004452301447,0.9717047205490965,0.8528399311531841,71.3299999999999,23,26,0.8921555525858613,0.9771662763466042,0.8207523973444799,68.24999999999993,22,22,0.8834545944489356,0.9771982116244411,0.8061224489795918,67.0399999999999,22,22
call_63a156c6b8d9,human,train,11,20.119999999999983,0.9474689589302769,0.9117647058823529,0.9860834990059643,21.709999999999972,10,9,0.9439229843561974,0.9150723285114326,0.9746520874751491,21.369999999999973,10,9,0.9474689589302769,0.9117647058823529,0.9860834990059643,21.709999999999972,10,9,0.9474689589302769,0.9117647058823529,0.9860834990059643,21.709999999999972,10,9,0.9474689589302769,0.9117647058823529,0.9860834990059643,21.709999999999972,10,9,0.9474689589302769,0.9117647058823529,0.9860834990059643,21.709999999999972,10,9,0.9481481481481482,0.9130234698573401,0.9860834990059643,21.689999999999976,10,9
call_64637c20ee66,human,val,38,55.300000000000026,0.8950971322849214,0.9175042670206713,0.8737583528986816,52.62999999999981,30,18,0.7792620865139949,0.9435173299101413,0.6637168141592921,38.87999999999991,19,13,0.8030350275439143,0.9458863858961802,0.6976702185298899,40.74999999999991,21,14,0.8214795190544121,0.9424830488660276,0.7280115586057432,42.66999999999984,23,14,0.8950971322849214,0.9175042670206713,0.8737583528986816,52.62999999999981,30,18,0.8030350275439143,0.9458863858961802,0.6976702185298899,40.74999999999991,21,14,0.802786152406695,0.945859872611465,0.6973090121004154,40.72999999999991,21,14
call_65a7cdefc22d,human,train,27,36.93999999999998,0.9250945775535939,0.866524923222301,0.9921558020016229,42.2799999999999,27,18,0.8207491082045184,0.9109204882876938,0.7468217473627266,30.28999999999995,18,12,0.8336272780717225,0.9127775989700676,0.7671084663240465,31.029999999999948,19,12,0.8351680610597387,0.9130295250320924,0.7695428725994049,31.12999999999995,19,12,0.9244845360824743,0.8828451882845189,0.9702461455233974,40.53999999999991,27,16,0.8307600950118765,0.920697597894044,0.7568298620503111,30.309999999999963,19,11,0.8173860549351042,0.9245476271765107,0.7324857992967271,29.219999999999946,19,10
call_6756c4a91509,synthetic,train,13,41.98000000000001,0.9701940850277264,0.9421135292797846,1.0,44.54999999999996,13,18,0.9709524360606411,0.9443944169293111,0.9990473922362467,44.39999999999996,13,18,0.9709658762290341,0.9439946018893387,0.9995236961181234,44.439999999999976,13,18,0.9707548260316726,0.9431716082659479,1.0,44.49999999999998,13,18,0.9701940850277264,0.9421135292797846,1.0,44.54999999999996,13,18,0.9709658762290341,0.9439946018893387,0.9995236961181234,44.439999999999976,13,18,0.9711905588337383,0.9444194419441945,0.9995236961181234,44.39999999999998,13,18
call_678ee1dd2242,human,val,15,49.11999999999997,0.9615306330144514,0.9615306330144514,0.9615306330144514,49.08999999999992,13,16,0.9615306330144514,0.9615306330144514,0.9615306330144514,49.08999999999992,13,16,0.9615306330144514,0.9615306330144514,0.9615306330144514,49.08999999999992,13,16,0.9615306330144514,0.9615306330144514,0.9615306330144514,49.08999999999992,13,16,0.9615306330144514,0.9615306330144514,0.9615306330144514,49.08999999999992,13,16,0.9615306330144514,0.9615306330144514,0.9615306330144514,49.08999999999992,13,16,0.9621181262729124,0.9627063378846545,0.9615306330144514,49.03999999999991,13,16
call_68544c09a58b,synthetic,train,7,11.999999999999982,0.9452971271153089,0.8962686567164179,1.0,13.389999999999969,7,6,0.9452971271153089,0.8962686567164179,1.0,13.389999999999969,7,6,0.9452971271153089,0.8962686567164179,1.0,13.389999999999969,7,6,0.9452971271153089,0.8962686567164179,1.0,13.389999999999969,7,6,0.9452971271153089,0.8962686567164179,1.0,13.389999999999969,7,6,0.9452971271153089,0.8962686567164179,1.0,13.389999999999969,7,6,0.9456692913385827,0.8969380134428678,1.0,13.369999999999973,7,6
call_6971b2685c1d,human,val,10,19.540000000000006,0.9439158738107161,0.9249263984298332,0.9637014314928425,20.340000000000003,9,8,0.9446254071661238,0.9262899262899262,0.9637014314928425,20.319999999999997,9,8,0.9439158738107161,0.9249263984298332,0.9637014314928425,20.340000000000003,9,8,0.9439158738107161,0.9249263984298332,0.9637014314928425,20.340000000000003,9,8,0.9439158738107161,0.9249263984298332,0.9637014314928425,20.340000000000003,9,8,0.9439158738107161,0.9249263984298332,0.9637014314928425,20.340000000000003,9,8,0.9443609022556391,0.9262536873156342,0.9631901840490797,20.299999999999994,9,8
call_6afd8cabf618,synthetic,train,11,33.46000000000001,0.9663732140279983,0.9349343758726613,1.0,35.77999999999992,11,9,0.9665127020785219,0.9351955307262569,1.0,35.76999999999992,11,9,0.9665127020785219,0.9351955307262569,1.0,35.76999999999992,11,9,0.9665127020785219,0.9351955307262569,1.0,35.76999999999992,11,9,0.9693109438332368,0.9404494382022472,1.0,35.559999999999945,11,9,0.9693109438332368,0.9404494382022472,1.0,35.559999999999945,11,9,0.9647783974170825,0.9483554529717253,0.9817801672640383,34.61999999999992,12,11
call_6b0cc9c966a1,human,train,17,37.67999999999998,0.9487179487179487,0.935741935483871,0.962058901565402,38.65999999999997,15,11,0.9238702673361379,0.9455555555555556,0.9031573361634386,35.93999999999997,12,11,0.9237449118046133,0.9452929741738406,0.9031573361634386,35.94999999999996,12,11,0.9288793103448276,0.9433652530779754,0.9148315202971611,36.48999999999996,13,11,0.9487179487179487,0.935741935483871,0.962058901565402,38.65999999999997,15,11,0.9237449118046133,0.9452929741738406,0.9031573361634386,35.94999999999996,12,11,0.9243720298710115,0.946607341490545,0.9031573361634386,35.88999999999997,12,11
call_6b31fbd81fc3,synthetic,train,34,37.67999999999999,0.677445578538524,0.5137690094533498,0.9941675503711559,72.7799999999999,56,28,0.71496002311916,0.5615070358601907,0.9838282078472959,65.8899999999999,50,26,0.7107833748324076,0.5563718140929536,0.9838282078472959,66.50999999999988,51,26,0.696612390043047,0.5383280300838877,0.986744432661718,68.92999999999992,53,26,0.9040079168728352,0.8474025974025974,0.9687168610816543,43.00999999999989,31,16,0.8962050766524252,0.851887243191591,0.9453870625662778,41.749999999999915,30,15,0.7730886850152905,0.9132947976878613,0.6702014846235419,27.61999999999993,19,10
call_6b6499e4474f,synthetic,train,8,38.739999999999995,0.9776422764227642,0.9627220415311484,0.9930322580645161,39.949999999999974,11,12,0.9728274801332991,0.9663865546218487,0.9793548387096774,39.24999999999999,10,12,0.972959118287838,0.9663951120162932,0.9796129032258064,39.25999999999999,10,12,0.9791295495036905,0.9658548832538287,0.9927741935483871,39.809999999999974,11,12,0.9776422764227642,0.9627220415311484,0.9930322580645161,39.949999999999974,11,12,0.972959118287838,0.9663951120162932,0.9796129032258064,39.25999999999999,10,12,0.9729452493909475,0.9668705402650357,0.9790967741935483,39.219999999999985,10,12
call_6c8d4490f8d7,synthetic,val,8,44.279999999999966,0.9809143364403018,0.9644337770019638,0.9979679385865884,45.809999999999974,9,13,0.9770616537988139,0.9685004436557232,0.9857755701061187,45.059999999999974,9,12,0.9770616537988139,0.9685004436557232,0.9857755701061187,45.059999999999974,9,12,0.9808676307007786,0.9666739750054812,0.9954843079701964,45.58999999999995,10,12,0.9809143364403018,0.9644337770019638,0.9979679385865884,45.809999999999974,9,13,0.9770616537988139,0.9685004436557232,0.9857755701061187,45.059999999999974,9,12,0.9772803581421377,0.9689303151353751,0.9857755701061187,45.039999999999964,9,12
call_6d88a2e95795,human,train,43,48.419999999999966,0.8595662443633241,0.8973324366733916,0.8248506078714197,44.45999999999998,31,18,0.7295457358583983,0.9135151890886547,0.6072532454152071,32.199999999999974,19,13,0.7302176063303659,0.9128284389489953,0.6084895940655265,32.28999999999999,19,13,0.7459116426653649,0.9146961987428913,0.6297135792293427,33.349999999999966,20,14,0.8595662443633241,0.8973324366733916,0.8248506078714197,44.45999999999998,31,18,0.7302176063303659,0.9128284389489953,0.6084895940655265,32.28999999999999,19,13,0.724684729679111,0.9195183776932826,0.5979806305378117,31.489999999999988,18,12
